seg_id,pci,pci_desc,maintenance_priority
SS-003756-PV1,53.85,Poor,Medium
SS-003757-PV1,59.24,Fair,Low
SS-003758-PV1,52.93,Poor,Medium
SS-003759-PV1,29.7,Very Poor,High
SS-003760-PV1,44.11,Poor,Medium
SS-003761-PV1,35.39,Very Poor,High
SS-003762-PV1,43.17,Poor,Medium
SS-003763-PV1,37.62,Very Poor,High
SS-003764-PV1,40.0,Poor,Medium
SS-003767-PV1,68.39,Fair,Low
SS-003768-PV1,82.3,Satisfactory,Routine
SS-003769-PV1,85.84,Good,Routine
SS-003770-PV1,79.14,Satisfactory,Routine
SS-003772-PV1,19.98,Serious,Critical
SS-003773-PV1,64.85,Fair,Low
SS-003774-PV1,75.68,Satisfactory,Routine
SS-003775-PV1,55.02,Fair,Low
SS-003776-PV1,15.81,Serious,Critical
SS-003777-PV1,71.94,Satisfactory,Routine
SS-003778-PV1,56.3,Fair,Low
SS-003780-PV1,66.42,Fair,Low
SS-003781-PV1,28.7,Very Poor,High
SS-003782-PV1,20.81,Serious,Critical
SS-003783-PV1,45.61,Poor,Medium
SS-003784-PV1,87.64,Good,Routine
SS-003785-PV1,51.15,Poor,Medium
SS-003786-PV1,56.09,Fair,Low
SS-003787-PV1,54.67,Poor,Medium
SS-003788-PV1,21.7,Serious,Critical
SS-003789-PV1,10.58,Serious,Critical
SS-003790-PV1,48.99,Poor,Medium
SS-003791-PV1,45.91,Poor,Medium
SS-003792-PV1,63.15,Fair,Low
SS-003793-PV1,49.03,Poor,Medium
SS-003794-PV1,61.2,Fair,Low
SS-003795-PV1,47.03,Poor,Medium
SS-003796-PV1,53.55,Poor,Medium
SS-003797-PV1,22.65,Serious,Critical
SS-003798-PV1,83.44,Satisfactory,Routine
SS-003799-PV1,75.4,Satisfactory,Routine
SS-003800-PV1,79.62,Satisfactory,Routine
SS-003801-PV1,81.7,Satisfactory,Routine
SS-003802-PV1,83.08,Satisfactory,Routine
SS-003803-PV1,86.04,Good,Routine
SS-003804-PV1,92.0,Good,Routine
SS-003805-PV1,82.24,Satisfactory,Routine
SS-003806-PV1,73.26,Satisfactory,Routine
SS-003807-PV1,62.66,Fair,Low
SS-003808-PV1,83.4,Satisfactory,Routine
SS-003811-PV1,83.39,Satisfactory,Routine
SS-003812-PV1,37.66,Very Poor,High
SS-003813-PV1,30.63,Very Poor,High
SS-003814-PV1,37.15,Very Poor,High
SS-003815-PV1,39.58,Very Poor,High
SS-003816-PV1,8.42,Failed,Critical
SS-003817-PV1,67.1,Fair,Low
SS-003818-PV1,65.11,Fair,Low
SS-003819-PV1,27.09,Very Poor,High
SS-003820-PV1,94.2,Good,Routine
SS-003821-PV1,72.64,Satisfactory,Routine
SS-003823-PV1,83.0,Satisfactory,Routine
SS-003824-PV1,85.4,Good,Routine
SS-003825-PV1,49.85,Poor,Medium
SS-003826-PV1,19.27,Serious,Critical
SS-003827-PV1,16.79,Serious,Critical
SS-003828-PV1,76.02,Satisfactory,Routine
SS-003829-PV1,45.24,Poor,Medium
SS-003830-PV1,15.4,Serious,Critical
SS-003831-PV1,71.44,Satisfactory,Routine
SS-003832-PV1,83.0,Satisfactory,Routine
SS-003833-PV1,76.22,Satisfactory,Routine
SS-003834-PV1,11.58,Serious,Critical
SS-003835-PV1,7.59,Failed,Critical
SS-003836-PV1,72.61,Satisfactory,Routine
SS-003837-PV1,79.52,Satisfactory,Routine
SS-003838-PV1,56.39,Fair,Low
SS-003839-PV1,67.71,Fair,Low
SS-003840-PV1,50.49,Poor,Medium
SS-003841-PV1,43.22,Poor,Medium
SS-003842-PV1,83.88,Satisfactory,Routine
SS-003843-PV1,84.84,Satisfactory,Routine
SS-003844-PV1,41.51,Poor,Medium
SS-003845-PV1,74.5,Satisfactory,Routine
SS-003846-PV1,68.07,Fair,Low
SS-003847-PV1,77.08,Satisfactory,Routine
SS-003848-PV1,83.11,Satisfactory,Routine
SS-003849-PV1,15.6,Serious,Critical
SS-003850-PV1,36.52,Very Poor,High
SS-003851-PV1,90.2,Good,Routine
SS-003852-PV1,71.0,Satisfactory,Routine
SS-003853-PV1,71.16,Satisfactory,Routine
SS-003854-PV1,63.57,Fair,Low
SS-003855-PV1,73.57,Satisfactory,Routine
SS-003856-PV1,72.1,Satisfactory,Routine
SS-003857-PV1,96.4,Good,Routine
SS-003858-PV1,81.92,Satisfactory,Routine
SS-003859-PV1,92.46,Good,Routine
SS-003862-PV1,85.44,Good,Routine
SS-003863-PV1,88.4,Good,Routine
SS-003865-PV1,5.9,Failed,Critical
SS-003866-PV1,97.45,Good,Routine
SS-003867-PV1,85.45,Good,Routine
SS-003868-PV1,92.06,Good,Routine
SS-003870-PV1,86.18,Good,Routine
SS-003871-PV1,89.49,Good,Routine
SS-003872-PV1,79.02,Satisfactory,Routine
SS-003873-PV1,68.68,Fair,Low
SS-003874-PV1,90.48,Good,Routine
SS-003875-PV1,67.96,Fair,Low
SS-003877-PV1,92.0,Good,Routine
SS-003879-PV1,74.02,Satisfactory,Routine
SS-003880-PV1,72.04,Satisfactory,Routine
SS-003881-PV1,87.8,Good,Routine
SS-003882-PV1,99.6,Good,Routine
SS-003884-PV1,63.24,Fair,Low
SS-003885-PV1,7.51,Failed,Critical
SS-003886-PV1,99.6,Good,Routine
SS-003887-PV1,100.0,Good,Routine
SS-003888-PV1,40.95,Poor,Medium
SS-003891-PV1,83.1,Satisfactory,Routine
SS-003892-PV1,81.2,Satisfactory,Routine
SS-003893-PV1,74.04,Satisfactory,Routine
SS-003894-PV1,83.62,Satisfactory,Routine
SS-003895-PV1,74.37,Satisfactory,Routine
SS-003896-PV1,75.41,Satisfactory,Routine
SS-003897-PV1,81.08,Satisfactory,Routine
SS-003898-PV1,74.85,Satisfactory,Routine
SS-003899-PV1,68.92,Fair,Low
SS-003900-PV1,74.82,Satisfactory,Routine
SS-003901-PV1,83.77,Satisfactory,Routine
SS-003902-PV1,84.0,Satisfactory,Routine
SS-003903-PV1,88.8,Good,Routine
SS-003904-PV1,76.03,Satisfactory,Routine
SS-003905-PV1,74.07,Satisfactory,Routine
SS-003906-PV1,91.3,Good,Routine
SS-003907-PV1,84.37,Satisfactory,Routine
SS-003908-PV1,76.78,Satisfactory,Routine
SS-003909-PV1,38.1,Very Poor,High
SS-003910-PV1,31.1,Very Poor,High
SS-003911-PV1,78.67,Satisfactory,Routine
SS-003912-PV1,80.44,Satisfactory,Routine
SS-003913-PV1,76.4,Satisfactory,Routine
SS-003914-PV1,84.12,Satisfactory,Routine
SS-003916-PV1,72.97,Satisfactory,Routine
SS-003917-PV1,60.72,Fair,Low
SS-003918-PV1,83.23,Satisfactory,Routine
SS-003919-PV1,90.4,Good,Routine
SS-003920-PV1,92.2,Good,Routine
SS-003921-PV1,96.2,Good,Routine
SS-003922-PV1,64.2,Fair,Low
SS-003923-PV1,6.78,Failed,Critical
SS-003924-PV1,4.48,Failed,Critical
SS-003925-PV1,35.03,Very Poor,High
SS-003926-PV1,9.12,Failed,Critical
SS-003927-PV1,77.1,Satisfactory,Routine
SS-003928-PV1,78.58,Satisfactory,Routine
SS-003929-PV1,87.4,Good,Routine
SS-003930-PV1,96.6,Good,Routine
SS-003931-PV1,91.4,Good,Routine
SS-003932-PV1,75.46,Satisfactory,Routine
SS-003933-PV1,77.64,Satisfactory,Routine
SS-003934-PV1,14.66,Serious,Critical
SS-003935-PV1,38.31,Very Poor,High
SS-003936-PV1,31.91,Very Poor,High
SS-003937-PV1,47.18,Poor,Medium
SS-003938-PV1,85.82,Good,Routine
SS-003939-PV1,60.66,Fair,Low
SS-003940-PV1,43.25,Poor,Medium
SS-003941-PV1,89.6,Good,Routine
SS-003942-PV1,73.77,Satisfactory,Routine
SS-003943-PV1,89.0,Good,Routine
SS-003944-PV1,79.78,Satisfactory,Routine
SS-003945-PV1,37.31,Very Poor,High
SS-003946-PV1,48.12,Poor,Medium
SS-003947-PV1,41.99,Poor,Medium
SS-003948-PV1,40.87,Poor,Medium
SS-003949-PV1,22.2,Serious,Critical
SS-003950-PV1,82.16,Satisfactory,Routine
SS-003952-PV1,82.72,Satisfactory,Routine
SS-003953-PV1,82.77,Satisfactory,Routine
SS-003954-PV1,69.73,Fair,Low
SS-003955-PV1,81.8,Satisfactory,Routine
SS-003956-PV1,72.86,Satisfactory,Routine
SS-003962-PV1,89.29,Good,Routine
SS-003963-PV1,98.98,Good,Routine
SS-003964-PV1,94.65,Good,Routine
SS-003965-PV1,70.44,Satisfactory,Routine
SS-003966-PV1,29.96,Very Poor,High
SS-003967-PV1,73.13,Satisfactory,Routine
SS-003968-PV1,30.08,Very Poor,High
SS-003969-PV1,18.22,Serious,Critical
SS-003970-PV1,12.25,Serious,Critical
SS-003971-PV1,12.93,Serious,Critical
SS-003972-PV1,82.7,Satisfactory,Routine
SS-003973-PV1,75.98,Satisfactory,Routine
SS-003974-PV1,96.8,Good,Routine
SS-003975-PV1,97.8,Good,Routine
SS-003976-PV1,93.2,Good,Routine
SS-003977-PV1,4.05,Failed,Critical
SS-003978-PV1,34.49,Very Poor,High
SS-003979-PV1,31.6,Very Poor,High
SS-003980-PV1,79.12,Satisfactory,Routine
SS-003981-PV1,83.53,Satisfactory,Routine
SS-003982-PV1,71.83,Satisfactory,Routine
SS-003983-PV1,84.44,Satisfactory,Routine
SS-003984-PV1,75.82,Satisfactory,Routine
SS-003985-PV1,80.85,Satisfactory,Routine
SS-003986-PV1,80.88,Satisfactory,Routine
SS-003987-PV1,77.12,Satisfactory,Routine
SS-003988-PV1,80.03,Satisfactory,Routine
SS-003990-PV1,73.3,Satisfactory,Routine
SS-003991-PV1,83.82,Satisfactory,Routine
SS-003992-PV1,68.51,Fair,Low
SS-003993-PV1,83.87,Satisfactory,Routine
SS-003994-PV1,34.5,Very Poor,High
SS-003995-PV1,60.98,Fair,Low
SS-003996-PV1,48.59,Poor,Medium
SS-003997-PV1,64.19,Fair,Low
SS-003998-PV1,95.2,Good,Routine
SS-003999-PV1,85.56,Good,Routine
SS-004000-PV1,91.2,Good,Routine
SS-004001-PV1,91.6,Good,Routine
SS-004002-PV1,63.43,Fair,Low
SS-004003-PV1,93.6,Good,Routine
SS-004004-PV1,74.73,Satisfactory,Routine
SS-004005-PV1,63.18,Fair,Low
SS-004006-PV1,93.9,Good,Routine
SS-004007-PV1,17.45,Serious,Critical
SS-004008-PV1,78.5,Satisfactory,Routine
SS-004009-PV1,0.0,Failed,Critical
SS-004016-PV1,31.57,Very Poor,High
SS-004018-PV1,32.27,Very Poor,High
SS-004019-PV1,12.62,Serious,Critical
SS-004020-PV1,68.43,Fair,Low
SS-004021-PV1,95.7,Good,Routine
SS-004023-PV1,25.0,Very Poor,High
SS-004024-PV1,18.2,Serious,Critical
SS-004025-PV1,25.5,Very Poor,High
SS-004026-PV1,36.21,Very Poor,High
SS-004027-PV1,33.44,Very Poor,High
SS-004028-PV1,48.23,Poor,Medium
SS-004029-PV1,36.94,Very Poor,High
SS-004030-PV1,69.07,Fair,Low
SS-004031-PV1,69.71,Fair,Low
SS-004032-PV1,66.82,Fair,Low
SS-004033-PV1,73.37,Satisfactory,Routine
SS-004034-PV1,32.23,Very Poor,High
SS-004035-PV1,68.02,Fair,Low
SS-004036-PV1,59.21,Fair,Low
SS-004038-PV1,97.0,Good,Routine
SS-004039-PV1,95.1,Good,Routine
SS-004040-PV1,76.74,Satisfactory,Routine
SS-004041-PV1,44.92,Poor,Medium
SS-004042-PV1,54.74,Poor,Medium
SS-004043-PV1,56.68,Fair,Low
SS-004044-PV1,65.6,Fair,Low
SS-004045-PV1,51.84,Poor,Medium
SS-004046-PV1,42.03,Poor,Medium
SS-004047-PV1,52.37,Poor,Medium
SS-004048-PV1,28.81,Very Poor,High
SS-004049-PV1,57.36,Fair,Low
SS-004050-PV1,38.42,Very Poor,High
SS-004051-PV1,61.42,Fair,Low
SS-004052-PV1,67.75,Fair,Low
SS-004053-PV1,16.87,Serious,Critical
SS-004054-PV1,18.92,Serious,Critical
SS-004055-PV1,39.88,Very Poor,High
SS-004056-PV1,66.52,Fair,Low
SS-004057-PV1,41.63,Poor,Medium
SS-004058-PV1,67.36,Fair,Low
SS-004059-PV1,37.16,Very Poor,High
SS-004060-PV1,44.92,Poor,Medium
SS-004061-PV1,55.4,Fair,Low
SS-004062-PV1,75.37,Satisfactory,Routine
SS-004063-PV1,53.55,Poor,Medium
SS-004064-PV1,42.11,Poor,Medium
SS-004065-PV1,48.28,Poor,Medium
SS-004066-PV1,89.03,Good,Routine
SS-004067-PV1,99.0,Good,Routine
SS-004068-PV1,96.86,Good,Routine
SS-004069-PV1,100.0,Good,Routine
SS-004070-PV1,74.24,Satisfactory,Routine
SS-004071-PV1,67.94,Fair,Low
SS-004072-PV1,71.24,Satisfactory,Routine
SS-004073-PV1,35.66,Very Poor,High
SS-004074-PV1,32.15,Very Poor,High
SS-004075-PV1,37.4,Very Poor,High
SS-004076-PV1,29.73,Very Poor,High
SS-004077-PV1,36.76,Very Poor,High
SS-004078-PV1,92.81,Good,Routine
SS-004079-PV1,90.48,Good,Routine
SS-004080-PV1,90.0,Good,Routine
SS-004081-PV1,82.96,Satisfactory,Routine
SS-004082-PV1,76.69,Satisfactory,Routine
SS-004083-PV1,80.12,Satisfactory,Routine
SS-004084-PV1,80.46,Satisfactory,Routine
SS-004085-PV1,84.3,Satisfactory,Routine
SS-004086-PV1,53.54,Poor,Medium
SS-004087-PV1,31.33,Very Poor,High
SS-004088-PV1,35.17,Very Poor,High
SS-004089-PV1,48.05,Poor,Medium
SS-004090-PV1,38.2,Very Poor,High
SS-004091-PV1,9.02,Failed,Critical
SS-004092-PV1,68.88,Fair,Low
SS-004093-PV1,68.42,Fair,Low
SS-004094-PV1,65.53,Fair,Low
SS-004095-PV1,82.42,Satisfactory,Routine
SS-004096-PV1,66.55,Fair,Low
SS-004097-PV1,100.0,Good,Routine
SS-004098-PV1,69.48,Fair,Low
SS-004099-PV1,66.75,Fair,Low
SS-004100-PV1,76.51,Satisfactory,Routine
SS-004101-PV1,61.83,Fair,Low
SS-004102-PV1,68.68,Fair,Low
SS-004103-PV1,80.8,Satisfactory,Routine
SS-004104-PV1,79.72,Satisfactory,Routine
SS-004105-PV1,88.6,Good,Routine
SS-004106-PV1,66.26,Fair,Low
SS-004107-PV1,77.9,Satisfactory,Routine
SS-004108-PV1,100.0,Good,Routine
SS-004109-PV1,100.0,Good,Routine
SS-004110-PV1,100.0,Good,Routine
SS-004111-PV1,33.02,Very Poor,High
SS-004112-PV1,72.67,Satisfactory,Routine
SS-004113-PV1,73.84,Satisfactory,Routine
SS-004114-PV1,72.61,Satisfactory,Routine
SS-004115-PV1,79.12,Satisfactory,Routine
SS-004116-PV1,77.02,Satisfactory,Routine
SS-004117-PV1,73.87,Satisfactory,Routine
SS-004118-PV1,99.2,Good,Routine
SS-004119-PV1,96.0,Good,Routine
SS-004120-PV1,96.2,Good,Routine
SS-004121-PV1,95.78,Good,Routine
SS-004122-PV1,84.51,Satisfactory,Routine
SS-004123-PV1,80.58,Satisfactory,Routine
SS-004124-PV1,66.44,Fair,Low
SS-004125-PV1,84.28,Satisfactory,Routine
SS-004126-PV1,99.6,Good,Routine
SS-004127-PV1,29.15,Very Poor,High
SS-004128-PV1,97.4,Good,Routine
SS-004129-PV1,36.63,Very Poor,High
SS-004130-PV1,24.19,Serious,Critical
SS-004131-PV1,76.8,Satisfactory,Routine
SS-004132-PV1,65.95,Fair,Low
SS-004133-PV1,71.23,Satisfactory,Routine
SS-004134-PV1,70.34,Satisfactory,Routine
SS-004135-PV1,76.43,Satisfactory,Routine
SS-004136-PV1,94.12,Good,Routine
SS-004137-PV1,87.53,Good,Routine
SS-004138-PV1,91.0,Good,Routine
SS-004139-PV1,80.52,Satisfactory,Routine
SS-004140-PV1,99.6,Good,Routine
SS-004141-PV1,69.48,Fair,Low
SS-004142-PV1,87.4,Good,Routine
SS-004143-PV1,77.47,Satisfactory,Routine
SS-004144-PV1,47.72,Poor,Medium
SS-004145-PV1,100.0,Good,Routine
SS-004146-PV1,57.68,Fair,Low
SS-004148-PV1,56.0,Fair,Low
SS-004149-PV1,97.2,Good,Routine
SS-004150-PV1,44.4,Poor,Medium
SS-004151-PV1,32.27,Very Poor,High
SS-004152-PV1,88.4,Good,Routine
SS-004153-PV1,63.23,Fair,Low
SS-004154-PV1,33.06,Very Poor,High
SS-004155-PV1,76.48,Satisfactory,Routine
SS-004156-PV1,53.67,Poor,Medium
SS-004157-PV1,58.96,Fair,Low
SS-004158-PV1,82.05,Satisfactory,Routine
SS-004159-PV1,93.9,Good,Routine
SS-004160-PV1,90.2,Good,Routine
SS-004161-PV1,86.24,Good,Routine
SS-004162-PV1,78.92,Satisfactory,Routine
SS-004163-PV1,100.0,Good,Routine
SS-004164-PV1,16.22,Serious,Critical
SS-004165-PV1,30.67,Very Poor,High
SS-004167-PV1,25.49,Very Poor,High
SS-004168-PV1,46.5,Poor,Medium
SS-004169-PV1,30.41,Very Poor,High
SS-004170-PV1,89.6,Good,Routine
SS-004171-PV1,88.6,Good,Routine
SS-004172-PV1,92.8,Good,Routine
SS-004173-PV1,90.97,Good,Routine
SS-004174-PV1,90.02,Good,Routine
SS-004175-PV1,76.92,Satisfactory,Routine
SS-004176-PV1,71.8,Satisfactory,Routine
SS-004177-PV1,72.38,Satisfactory,Routine
SS-004178-PV1,17.44,Serious,Critical
SS-004179-PV1,39.33,Very Poor,High
SS-004180-PV1,61.43,Fair,Low
SS-004181-PV1,59.76,Fair,Low
SS-004182-PV1,80.47,Satisfactory,Routine
SS-004183-PV1,80.1,Satisfactory,Routine
SS-004184-PV1,87.98,Good,Routine
SS-004185-PV1,93.57,Good,Routine
SS-004186-PV1,100.0,Good,Routine
SS-004187-PV1,76.9,Satisfactory,Routine
SS-004188-PV1,31.25,Very Poor,High
SS-004189-PV1,29.64,Very Poor,High
SS-004190-PV1,68.49,Fair,Low
SS-004191-PV1,67.0,Fair,Low
SS-004192-PV1,44.27,Poor,Medium
SS-004193-PV1,76.78,Satisfactory,Routine
SS-004194-PV1,98.39,Good,Routine
SS-004195-PV1,89.6,Good,Routine
SS-004196-PV1,72.97,Satisfactory,Routine
SS-004197-PV1,12.81,Serious,Critical
SS-004199-PV1,100.0,Good,Routine
SS-004201-PV1,96.98,Good,Routine
SS-004202-PV1,83.52,Satisfactory,Routine
SS-004203-PV1,98.4,Good,Routine
SS-004204-PV1,99.33,Good,Routine
SS-004205-PV1,95.48,Good,Routine
SS-004206-PV1,89.6,Good,Routine
SS-004207-PV1,80.08,Satisfactory,Routine
SS-004208-PV1,88.04,Good,Routine
SS-004209-PV1,81.92,Satisfactory,Routine
SS-004210-PV1,89.4,Good,Routine
SS-004211-PV1,86.9,Good,Routine
SS-004212-PV1,100.0,Good,Routine
SS-004213-PV1,59.48,Fair,Low
SS-004214-PV1,39.46,Very Poor,High
SS-004215-PV1,97.8,Good,Routine
SS-004216-PV1,82.6,Satisfactory,Routine
SS-004217-PV1,83.99,Satisfactory,Routine
SS-004218-PV1,73.59,Satisfactory,Routine
SS-004219-PV1,82.96,Satisfactory,Routine
SS-004220-PV1,75.96,Satisfactory,Routine
SS-004221-PV1,95.0,Good,Routine
SS-004222-PV1,88.4,Good,Routine
SS-004223-PV1,88.88,Good,Routine
SS-004224-PV1,34.28,Very Poor,High
SS-004225-PV1,86.4,Good,Routine
SS-004226-PV1,35.88,Very Poor,High
SS-004227-PV1,31.9,Very Poor,High
SS-004228-PV1,25.66,Very Poor,High
SS-004229-PV1,79.58,Satisfactory,Routine
SS-004230-PV1,46.54,Poor,Medium
SS-004231-PV1,74.93,Satisfactory,Routine
SS-004233-PV1,94.5,Good,Routine
SS-004234-PV1,100.0,Good,Routine
SS-004235-PV1,85.4,Good,Routine
SS-004236-PV1,82.94,Satisfactory,Routine
SS-004237-PV1,96.0,Good,Routine
SS-004238-PV1,87.6,Good,Routine
SS-004239-PV1,98.6,Good,Routine
SS-004240-PV1,100.0,Good,Routine
SS-004241-PV1,85.0,Good,Routine
SS-004242-PV1,93.0,Good,Routine
SS-004245-PV1,75.0,Satisfactory,Routine
SS-004246-PV1,82.72,Satisfactory,Routine
SS-004247-PV1,47.84,Poor,Medium
SS-004248-PV1,84.0,Satisfactory,Routine
SS-004249-PV1,55.85,Fair,Low
SS-004250-PV1,77.18,Satisfactory,Routine
SS-004251-PV1,62.33,Fair,Low
SS-004252-PV1,71.44,Satisfactory,Routine
SS-004253-PV1,69.55,Fair,Low
SS-004254-PV1,70.26,Satisfactory,Routine
SS-004255-PV1,74.3,Satisfactory,Routine
SS-004257-PV1,73.85,Satisfactory,Routine
SS-004258-PV1,78.97,Satisfactory,Routine
SS-004259-PV1,75.82,Satisfactory,Routine
SS-004260-PV1,11.44,Serious,Critical
SS-004261-PV1,10.82,Serious,Critical
SS-004262-PV1,90.8,Good,Routine
SS-004263-PV1,91.8,Good,Routine
SS-004264-PV1,36.26,Very Poor,High
SS-004265-PV1,71.6,Satisfactory,Routine
SS-004266-PV1,65.44,Fair,Low
SS-004267-PV1,34.87,Very Poor,High
SS-004268-PV1,13.71,Serious,Critical
SS-004269-PV1,74.59,Satisfactory,Routine
SS-004270-PV1,69.96,Fair,Low
SS-004271-PV1,65.74,Fair,Low
SS-004272-PV1,42.14,Poor,Medium
SS-004273-PV1,25.58,Very Poor,High
SS-004274-PV1,20.0,Serious,Critical
SS-004275-PV1,43.73,Poor,Medium
SS-004276-PV1,33.39,Very Poor,High
SS-004277-PV1,38.55,Very Poor,High
SS-004278-PV1,56.72,Fair,Low
SS-004280-PV1,78.8,Satisfactory,Routine
SS-004281-PV1,87.56,Good,Routine
SS-004283-PV1,83.4,Satisfactory,Routine
SS-004284-PV1,84.92,Satisfactory,Routine
SS-004285-PV1,93.0,Good,Routine
SS-004286-PV1,71.12,Satisfactory,Routine
SS-004287-PV1,55.09,Fair,Low
SS-004288-PV1,84.92,Satisfactory,Routine
SS-004289-PV1,16.35,Serious,Critical
SS-004290-PV1,12.49,Serious,Critical
SS-004291-PV1,89.19,Good,Routine
SS-004292-PV1,84.87,Satisfactory,Routine
SS-004293-PV1,85.52,Good,Routine
SS-004294-PV1,80.69,Satisfactory,Routine
SS-004295-PV1,81.44,Satisfactory,Routine
SS-004296-PV1,64.17,Fair,Low
SS-004297-PV1,47.52,Poor,Medium
SS-004298-PV1,100.0,Good,Routine
SS-004299-PV1,100.0,Good,Routine
SS-004300-PV1,6.32,Failed,Critical
SS-004301-PV1,30.32,Very Poor,High
SS-004302-PV1,76.62,Satisfactory,Routine
SS-004303-PV1,11.48,Serious,Critical
SS-004304-PV1,72.66,Satisfactory,Routine
SS-004305-PV1,84.19,Satisfactory,Routine
SS-004306-PV1,83.48,Satisfactory,Routine
SS-004308-PV1,85.0,Good,Routine
SS-004309-PV1,14.1,Serious,Critical
SS-004315-PV1,80.06,Satisfactory,Routine
SS-004316-PV1,43.7,Poor,Medium
SS-004317-PV1,100.0,Good,Routine
SS-004318-PV1,66.59,Fair,Low
SS-004319-PV1,57.27,Fair,Low
SS-004320-PV1,68.69,Fair,Low
SS-004321-PV1,66.6,Fair,Low
SS-004322-PV1,49.26,Poor,Medium
SS-004323-PV1,30.53,Very Poor,High
SS-004325-PV1,44.21,Poor,Medium
SS-004326-PV1,77.88,Satisfactory,Routine
SS-004327-PV1,89.85,Good,Routine
SS-004331-PV1,90.07,Good,Routine
SS-004332-PV1,99.1,Good,Routine
SS-004333-PV1,84.72,Satisfactory,Routine
SS-004335-PV1,59.06,Fair,Low
SS-004336-PV1,54.73,Poor,Medium
SS-004337-PV1,88.13,Good,Routine
SS-004339-PV1,34.7,Very Poor,High
SS-004340-PV1,35.81,Very Poor,High
SS-004341-PV1,47.7,Poor,Medium
SS-004342-PV1,50.71,Poor,Medium
SS-004343-PV1,48.22,Poor,Medium
SS-004344-PV1,85.72,Good,Routine
SS-004345-PV1,91.26,Good,Routine
SS-004346-PV1,91.31,Good,Routine
SS-004348-PV1,91.71,Good,Routine
SS-004349-PV1,89.59,Good,Routine
SS-004350-PV1,89.69,Good,Routine
SS-004351-PV1,84.67,Satisfactory,Routine
SS-004352-PV1,85.59,Good,Routine
SS-004353-PV1,81.33,Satisfactory,Routine
SS-004354-PV1,38.57,Very Poor,High
SS-004355-PV1,78.86,Satisfactory,Routine
SS-004356-PV1,91.58,Good,Routine
SS-004357-PV1,80.44,Satisfactory,Routine
SS-004358-PV1,83.59,Satisfactory,Routine
SS-004364-PV1,76.6,Satisfactory,Routine
SS-004365-PV1,39.61,Very Poor,High
SS-004366-PV1,70.2,Satisfactory,Routine
SS-004367-PV1,31.7,Very Poor,High
SS-004368-PV1,91.64,Good,Routine
SS-004369-PV1,63.42,Fair,Low
SS-004370-PV1,10.87,Serious,Critical
SS-004371-PV1,30.48,Very Poor,High
SS-004372-PV1,7.71,Failed,Critical
SS-004373-PV1,70.76,Satisfactory,Routine
SS-004374-PV1,85.44,Good,Routine
SS-004375-PV1,100.0,Good,Routine
SS-004376-PV1,96.8,Good,Routine
SS-004377-PV1,78.09,Satisfactory,Routine
SS-004378-PV1,80.94,Satisfactory,Routine
SS-004379-PV1,30.57,Very Poor,High
SS-004380-PV1,26.9,Very Poor,High
SS-004381-PV1,21.39,Serious,Critical
SS-004382-PV1,37.36,Very Poor,High
SS-004383-PV1,75.87,Satisfactory,Routine
SS-004384-PV1,10.73,Serious,Critical
SS-004385-PV1,100.0,Good,Routine
SS-004386-PV1,76.2,Satisfactory,Routine
SS-004387-PV1,75.83,Satisfactory,Routine
SS-004388-PV1,59.14,Fair,Low
SS-004389-PV1,73.72,Satisfactory,Routine
SS-004390-PV1,44.76,Poor,Medium
SS-004391-PV1,70.8,Satisfactory,Routine
SS-004392-PV1,84.23,Satisfactory,Routine
SS-004393-PV1,82.0,Satisfactory,Routine
SS-004394-PV1,36.63,Very Poor,High
SS-004402-PV1,84.22,Satisfactory,Routine
SS-004403-PV1,39.03,Very Poor,High
SS-004404-PV1,28.81,Very Poor,High
SS-004405-PV1,22.5,Serious,Critical
SS-004406-PV1,97.2,Good,Routine
SS-004407-PV1,87.2,Good,Routine
SS-004408-PV1,85.5,Good,Routine
SS-004409-PV1,89.6,Good,Routine
SS-004410-PV1,91.0,Good,Routine
SS-004411-PV1,86.4,Good,Routine
SS-004412-PV1,83.08,Satisfactory,Routine
SS-004413-PV1,75.92,Satisfactory,Routine
SS-004414-PV1,83.52,Satisfactory,Routine
SS-004415-PV1,77.56,Satisfactory,Routine
SS-004416-PV1,76.56,Satisfactory,Routine
SS-004417-PV1,19.55,Serious,Critical
SS-004418-PV1,30.94,Very Poor,High
SS-004419-PV1,14.56,Serious,Critical
SS-004420-PV1,74.74,Satisfactory,Routine
SS-004421-PV1,76.1,Satisfactory,Routine
SS-004422-PV1,82.35,Satisfactory,Routine
SS-004423-PV1,79.54,Satisfactory,Routine
SS-004424-PV1,78.94,Satisfactory,Routine
SS-004425-PV1,47.6,Poor,Medium
SS-004426-PV1,75.18,Satisfactory,Routine
SS-004427-PV1,76.48,Satisfactory,Routine
SS-004428-PV1,80.92,Satisfactory,Routine
SS-004430-PV1,45.66,Poor,Medium
SS-004431-PV1,64.8,Fair,Low
SS-004432-PV1,74.83,Satisfactory,Routine
SS-004433-PV1,88.32,Good,Routine
SS-004434-PV1,63.21,Fair,Low
SS-004435-PV1,98.6,Good,Routine
SS-004437-PV1,79.7,Satisfactory,Routine
SS-004438-PV1,79.35,Satisfactory,Routine
SS-004439-PV1,33.6,Very Poor,High
SS-004440-PV1,24.44,Serious,Critical
SS-004441-PV1,26.34,Very Poor,High
SS-004442-PV1,19.86,Serious,Critical
SS-004443-PV1,31.26,Very Poor,High
SS-004444-PV1,69.18,Fair,Low
